planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Intermediate Stamina Plan #230,Intermediate,Stamina,Kettlebell,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Stamina Plan #231,Pro,Stamina,Kettlebell,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Power Plan #232,Beginner,Power,Gym,35,Power,Default Exercises;Go Here
Beginner Endurance Plan #233,Beginner,Endurance,Gym,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Endurance Plan #234,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Stamina Plan #235,Intermediate,Stamina,None,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #236,Pro,Power,None,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Endurance Plan #237,Pro,Endurance,Kettlebell,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Fat Loss Plan #238,Pro,Fat Loss,Gym,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Power Plan #239,Beginner,Power,None,25,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #240,Beginner,Fat Loss,None,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Endurance Plan #241,Intermediate,Endurance,Kettlebell,30,Endurance,Interval Running;Cycling;Swimming
Intermediate Power Plan #242,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Power Plan #243,Pro,Power,None,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Power Plan #244,Pro,Power,Kettlebell,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Endurance Plan #245,Intermediate,Endurance,None,25,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #246,Beginner,Power,Gym,30,Power,Default Exercises;Go Here
Intermediate Fat Loss Plan #247,Intermediate,Fat Loss,Kettlebell,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Stamina Plan #248,Intermediate,Stamina,Gym,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #249,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #250,Pro,Endurance,Gym,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Stamina Plan #251,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #252,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Power Plan #253,Beginner,Power,Gym,25,Power,Default Exercises;Go Here
Pro Endurance Plan #254,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Power Plan #255,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Endurance Plan #256,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #257,Beginner,Power,Kettlebell,15,Power,Default Exercises;Go Here
Intermediate Endurance Plan #258,Intermediate,Endurance,None,30,Endurance,Interval Running;Cycling;Swimming
Intermediate Power Plan #259,Intermediate,Power,Gym,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Endurance Plan #260,Beginner,Endurance,Gym,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Endurance Plan #261,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Endurance Plan #262,Intermediate,Endurance,Kettlebell,25,Endurance,Interval Running;Cycling;Swimming
Intermediate Stamina Plan #263,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Endurance Plan #264,Beginner,Endurance,Kettlebell,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Stamina Plan #265,Beginner,Stamina,Kettlebell,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Endurance Plan #266,Beginner,Endurance,Kettlebell,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Stamina Plan #267,Intermediate,Stamina,Gym,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #268,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #269,Pro,Endurance,Kettlebell,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #270,Pro,Stamina,None,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #271,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Power Plan #272,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Fat Loss Plan #273,Intermediate,Fat Loss,Kettlebell,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Power Plan #274,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Power Plan #275,Beginner,Power,Gym,25,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #276,Beginner,Fat Loss,Gym,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Stamina Plan #277,Intermediate,Stamina,None,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Stamina Plan #278,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Fat Loss Plan #279,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Power Plan #280,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #281,Intermediate,Power,None,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Stamina Plan #282,Intermediate,Stamina,None,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Endurance Plan #283,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #284,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #285,Pro,Endurance,Kettlebell,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Power Plan #286,Beginner,Power,None,40,Power,Default Exercises;Go Here
Beginner Power Plan #287,Beginner,Power,Kettlebell,20,Power,Default Exercises;Go Here
Intermediate Endurance Plan #288,Intermediate,Endurance,Gym,40,Endurance,Interval Running;Cycling;Swimming
Pro Stamina Plan #289,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Power Plan #290,Beginner,Power,None,40,Power,Default Exercises;Go Here
Intermediate Stamina Plan #291,Intermediate,Stamina,None,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #292,Pro,Power,Kettlebell,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #293,Pro,Fat Loss,Kettlebell,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Fat Loss Plan #294,Pro,Fat Loss,Kettlebell,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Fat Loss Plan #295,Beginner,Fat Loss,None,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Endurance Plan #296,Intermediate,Endurance,Kettlebell,25,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #297,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #298,Intermediate,Fat Loss,Gym,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Stamina Plan #299,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Stamina Plan #300,Pro,Stamina,Gym,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Stamina Plan #301,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Stamina Plan #302,Intermediate,Stamina,None,20,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Power Plan #303,Beginner,Power,Gym,15,Power,Default Exercises;Go Here
Pro Stamina Plan #304,Pro,Stamina,Gym,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Fat Loss Plan #305,Intermediate,Fat Loss,Gym,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Endurance Plan #306,Beginner,Endurance,Gym,15,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Power Plan #307,Pro,Power,Gym,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Fat Loss Plan #308,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Fat Loss Plan #309,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Fat Loss Plan #310,Beginner,Fat Loss,Kettlebell,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #311,Beginner,Stamina,None,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Stamina Plan #312,Pro,Stamina,None,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Stamina Plan #313,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #314,Intermediate,Endurance,Gym,40,Endurance,Interval Running;Cycling;Swimming
Pro Stamina Plan #315,Pro,Stamina,Gym,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Stamina Plan #316,Pro,Stamina,Gym,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Stamina Plan #317,Pro,Stamina,Kettlebell,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Endurance Plan #318,Intermediate,Endurance,None,25,Endurance,Interval Running;Cycling;Swimming
Beginner Fat Loss Plan #319,Beginner,Fat Loss,Gym,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Fat Loss Plan #320,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Stamina Plan #321,Beginner,Stamina,None,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #322,Intermediate,Endurance,None,30,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #323,Pro,Endurance,Kettlebell,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #324,Pro,Endurance,None,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #325,Intermediate,Fat Loss,Kettlebell,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Endurance Plan #326,Beginner,Endurance,Gym,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Endurance Plan #327,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #328,Pro,Endurance,Gym,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #329,Pro,Endurance,Gym,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #330,Pro,Stamina,Kettlebell,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Endurance Plan #331,Beginner,Endurance,None,15,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Fat Loss Plan #332,Intermediate,Fat Loss,Kettlebell,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Power Plan #333,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #334,Intermediate,Power,Gym,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Fat Loss Plan #335,Pro,Fat Loss,None,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Endurance Plan #336,Beginner,Endurance,None,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Fat Loss Plan #337,Pro,Fat Loss,None,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Power Plan #338,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #339,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #340,Intermediate,Power,Gym,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Power Plan #341,Beginner,Power,Gym,30,Power,Default Exercises;Go Here
Intermediate Fat Loss Plan #342,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Fat Loss Plan #343,Pro,Fat Loss,None,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Power Plan #344,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Fat Loss Plan #345,Intermediate,Fat Loss,None,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Fat Loss Plan #346,Beginner,Fat Loss,Gym,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Power Plan #347,Pro,Power,Kettlebell,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Endurance Plan #348,Intermediate,Endurance,Kettlebell,25,Endurance,Interval Running;Cycling;Swimming
Intermediate Endurance Plan #349,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming
Intermediate Stamina Plan #350,Intermediate,Stamina,Kettlebell,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #351,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Stamina Plan #352,Pro,Stamina,Gym,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Fat Loss Plan #353,Intermediate,Fat Loss,Gym,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Fat Loss Plan #354,Intermediate,Fat Loss,None,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Power Plan #355,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #356,Pro,Fat Loss,None,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #357,Beginner,Stamina,Gym,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Endurance Plan #358,Beginner,Endurance,Kettlebell,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Endurance Plan #359,Pro,Endurance,Kettlebell,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #360,Pro,Endurance,None,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #361,Intermediate,Power,Gym,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #362,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Power Plan #363,Pro,Power,Gym,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Stamina Plan #364,Intermediate,Stamina,Gym,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Power Plan #365,Beginner,Power,Gym,35,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #366,Beginner,Fat Loss,Kettlebell,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #367,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Fat Loss Plan #368,Beginner,Fat Loss,Gym,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Power Plan #369,Beginner,Power,None,30,Power,Default Exercises;Go Here
Intermediate Power Plan #370,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #371,Pro,Endurance,Kettlebell,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Power Plan #372,Beginner,Power,None,40,Power,Default Exercises;Go Here
Intermediate Fat Loss Plan #373,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Stamina Plan #374,Intermediate,Stamina,Kettlebell,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Endurance Plan #375,Beginner,Endurance,Gym,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #376,Beginner,Fat Loss,Kettlebell,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Fat Loss Plan #377,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Endurance Plan #378,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #379,Intermediate,Power,Gym,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Stamina Plan #380,Beginner,Stamina,Gym,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Fat Loss Plan #381,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Fat Loss Plan #382,Pro,Fat Loss,None,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Endurance Plan #383,Pro,Endurance,Gym,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Power Plan #384,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Power Plan #385,Intermediate,Power,Kettlebell,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Stamina Plan #386,Beginner,Stamina,None,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Stamina Plan #387,Intermediate,Stamina,Gym,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #388,Intermediate,Power,Kettlebell,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Stamina Plan #389,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Power Plan #390,Pro,Power,Gym,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Stamina Plan #391,Pro,Stamina,Gym,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Power Plan #392,Beginner,Power,None,25,Power,Default Exercises;Go Here
Pro Endurance Plan #393,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Endurance Plan #394,Beginner,Endurance,None,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Fat Loss Plan #395,Intermediate,Fat Loss,None,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Fat Loss Plan #396,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Endurance Plan #397,Pro,Endurance,Kettlebell,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Power Plan #398,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Endurance Plan #399,Pro,Endurance,Gym,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Endurance Plan #400,Beginner,Endurance,None,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Fat Loss Plan #401,Intermediate,Fat Loss,None,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Fat Loss Plan #402,Intermediate,Fat Loss,None,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Stamina Plan #403,Pro,Stamina,Gym,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Endurance Plan #404,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #405,Beginner,Power,None,35,Power,Default Exercises;Go Here
Pro Stamina Plan #406,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #407,Beginner,Fat Loss,Kettlebell,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #408,Intermediate,Power,None,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #409,Intermediate,Power,Kettlebell,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #410,Intermediate,Power,None,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Stamina Plan #411,Pro,Stamina,None,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Endurance Plan #412,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #413,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Stamina Plan #414,Intermediate,Stamina,None,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Endurance Plan #415,Intermediate,Endurance,Kettlebell,30,Endurance,Interval Running;Cycling;Swimming
Intermediate Stamina Plan #416,Intermediate,Stamina,Kettlebell,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Fat Loss Plan #417,Pro,Fat Loss,None,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #418,Beginner,Stamina,Kettlebell,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Fat Loss Plan #419,Intermediate,Fat Loss,Gym,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Endurance Plan #420,Pro,Endurance,Kettlebell,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #421,Pro,Stamina,Gym,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Endurance Plan #422,Beginner,Endurance,Gym,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Endurance Plan #423,Pro,Endurance,Kettlebell,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #424,Intermediate,Fat Loss,None,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Endurance Plan #425,Pro,Endurance,Kettlebell,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #426,Pro,Stamina,Kettlebell,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Fat Loss Plan #427,Pro,Fat Loss,Kettlebell,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Fat Loss Plan #428,Intermediate,Fat Loss,None,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Endurance Plan #429,Beginner,Endurance,Kettlebell,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Stamina Plan #430,Beginner,Stamina,Gym,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #431,Intermediate,Endurance,None,25,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #432,Beginner,Power,Kettlebell,20,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #433,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Fat Loss Plan #434,Pro,Fat Loss,Gym,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Fat Loss Plan #435,Intermediate,Fat Loss,Gym,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Stamina Plan #436,Beginner,Stamina,Kettlebell,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Stamina Plan #437,Pro,Stamina,Gym,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Stamina Plan #438,Beginner,Stamina,Gym,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Stamina Plan #439,Intermediate,Stamina,Kettlebell,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Endurance Plan #440,Beginner,Endurance,Kettlebell,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Endurance Plan #441,Beginner,Endurance,None,15,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Power Plan #442,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Fat Loss Plan #443,Beginner,Fat Loss,None,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Fat Loss Plan #444,Intermediate,Fat Loss,Kettlebell,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Endurance Plan #445,Intermediate,Endurance,Kettlebell,30,Endurance,Interval Running;Cycling;Swimming
Intermediate Fat Loss Plan #446,Intermediate,Fat Loss,Kettlebell,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Stamina Plan #447,Beginner,Stamina,None,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #448,Intermediate,Endurance,Kettlebell,35,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #449,Pro,Endurance,Gym,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #450,Pro,Endurance,Kettlebell,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Fat Loss Plan #451,Beginner,Fat Loss,Gym,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #452,Intermediate,Power,None,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #453,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Power Plan #454,Pro,Power,Kettlebell,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Fat Loss Plan #455,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Power Plan #456,Pro,Power,Kettlebell,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Stamina Plan #457,Intermediate,Stamina,Gym,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Stamina Plan #458,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #459,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Stamina Plan #460,Pro,Stamina,Gym,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
