planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Beginner Stamina Plan #179,Beginner,Stamina,Gym,40,Stamina,Assault Bike;Jumping Jacks;CrossFit WOD;Fartlek Training;Full Body Circuit
Intermediate Fat Loss Plan #180,Intermediate,Fat Loss,None,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Stamina Plan #181,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Fat Loss Plan #182,Beginner,Fat Loss,Gym,20,Fat Loss,Jumping Jacks;Kettlebell Swings;Sprint Intervals;Power Snatches;Rowing Sprints
Intermediate Stamina Plan #183,Intermediate,Stamina,Gym,30,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Stamina Plan #184,Beginner,Stamina,None,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Fat Loss Plan #185,Beginner,Fat Loss,Kettlebell,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Stamina Plan #186,Beginner,Stamina,Gym,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Stamina Plan #187,Pro,Stamina,Kettlebell,35,Stamina,Tabata Intervals;CrossFit WOD;Swimming Intervals;Circuit Training;HIIT Circuit
Beginner Endurance Plan #188,Beginner,Endurance,Gym,20,Endurance,Treadmill Running;Arm Circles;Elliptical Trainer;Jump Rope
Beginner Endurance Plan #189,Beginner,Endurance,Kettlebell,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Power Plan #190,Intermediate,Power,Gym,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Stamina Plan #191,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Fat Loss Plan #192,Pro,Fat Loss,None,40,Fat Loss,Arm Circles;Jumping Jacks;Sprint Burpees;Jump Rope Intervals;Assault Bike Sprints
Intermediate Endurance Plan #193,Intermediate,Endurance,Kettlebell,35,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Power Plan #194,Pro,Power,None,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Power Plan #195,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Endurance Plan #196,Intermediate,Endurance,None,15,Endurance,Stair Climber;Rowing Intervals;Steady State Running;Elliptical Trainer;Outdoor Running
Pro Fat Loss Plan #197,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Endurance Plan #198,Beginner,Endurance,Kettlebell,20,Endurance,Pool Swimming;Neck Rolls;Walking;Long Distance Running;Bike Riding
Beginner Endurance Plan #199,Beginner,Endurance,Kettlebell,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Endurance Plan #200,Pro,Endurance,None,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Stamina Plan #201,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Power Plan #202,Beginner,Power,None,15,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Endurance Plan #203,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Endurance Plan #204,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Endurance Plan #205,Pro,Endurance,Gym,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Power Plan #206,Pro,Power,None,15,Power,Single Leg Hops;Dumbbell Snatches;Leg Swings;Explosive Lunges;Jumping Burpees;Thruster Jumps
Beginner Stamina Plan #207,Beginner,Stamina,None,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Stamina Plan #208,Intermediate,Stamina,Gym,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Fat Loss Plan #209,Pro,Fat Loss,None,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Fat Loss Plan #210,Beginner,Fat Loss,Gym,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Fat Loss Plan #211,Pro,Fat Loss,None,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Power Plan #212,Intermediate,Power,Kettlebell,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Endurance Plan #213,Pro,Endurance,None,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Power Plan #214,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Fat Loss Plan #215,Pro,Fat Loss,Kettlebell,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Power Plan #216,Intermediate,Power,None,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Endurance Plan #217,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Fat Loss Plan #218,Pro,Fat Loss,None,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Stamina Plan #219,Pro,Stamina,Gym,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Power Plan #220,Beginner,Power,None,40,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Fat Loss Plan #221,Pro,Fat Loss,None,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Fat Loss Plan #222,Beginner,Fat Loss,None,35,Fat Loss,Sprint Burpees;High Knees;Leg Swings;Jumping Jacks;Sprint Intervals
Beginner Power Plan #223,Beginner,Power,None,15,Power,Wall Ball Throws;Arm Circles;Plyometric Lunges;Jumping Jacks
Beginner Power Plan #224,Beginner,Power,Gym,30,Power,Jumping Jacks;Wall Ball Throws;Thruster Jumps;Jumping Burpees;Single Leg Hops
Pro Stamina Plan #225,Pro,Stamina,None,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Stamina Plan #226,Beginner,Stamina,None,40,Stamina,Assault Bike;AMRAP Workouts;Arm Circles;EMOM Workouts;Leg Swings
Intermediate Endurance Plan #227,Intermediate,Endurance,Gym,25,Endurance,Swimming Laps;Jump Rope;Long Distance Running;Rowing Intervals;Elliptical Trainer;Cycling Sprints
Beginner Power Plan #228,Beginner,Power,Gym,25,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Fat Loss Plan #229,Pro,Fat Loss,Gym,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Endurance Plan #230,Beginner,Endurance,None,30,Endurance,Cross Trainer;Arm Circles;Long Distance Running;Elliptical Trainer;Rowing Machine
Intermediate Endurance Plan #231,Intermediate,Endurance,Kettlebell,35,Endurance,Jump Rope;Rowing Machine;Cross Trainer;Pool Swimming;Cycling Sprints
Pro Endurance Plan #232,Pro,Endurance,Gym,15,Endurance,Arm Circles;Jumping Jacks;Rowing Machine;Jump Rope;Treadmill Running;Jogging
Pro Fat Loss Plan #233,Pro,Fat Loss,Kettlebell,35,Fat Loss,Power Snatches;High Knees;Mountain Climbers;Sprint Intervals;Kettlebell Swings
Pro Stamina Plan #234,Pro,Stamina,Kettlebell,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Endurance Plan #235,Pro,Endurance,None,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Stamina Plan #236,Pro,Stamina,None,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Stamina Plan #237,Beginner,Stamina,Gym,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Stamina Plan #238,Pro,Stamina,Kettlebell,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Fat Loss Plan #239,Pro,Fat Loss,Gym,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Fat Loss Plan #240,Beginner,Fat Loss,Gym,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Stamina Plan #241,Pro,Stamina,Kettlebell,25,Stamina,Fartlek Training;Stair Running;AMRAP Workouts;Tabata Intervals;Swimming Intervals
Intermediate Endurance Plan #242,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Stamina Plan #243,Intermediate,Stamina,Gym,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Power Plan #244,Pro,Power,Gym,40,Power,Wall Ball Throws;Burpees;Plyometric Push-ups;Dumbbell Snatches;Power Cleans
Intermediate Power Plan #245,Intermediate,Power,Kettlebell,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Fat Loss Plan #246,Beginner,Fat Loss,Gym,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Power Plan #247,Beginner,Power,Gym,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Fat Loss Plan #248,Pro,Fat Loss,Kettlebell,35,Fat Loss,Mountain Climbers;Arm Circles;Rowing Sprints;Jumping Jacks;Jump Rope Intervals;Sprint Intervals
Beginner Stamina Plan #249,Beginner,Stamina,Kettlebell,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Power Plan #250,Pro,Power,Kettlebell,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Stamina Plan #251,Intermediate,Stamina,Kettlebell,25,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Power Plan #252,Beginner,Power,None,35,Power,Plyometric Push-ups;Power Cleans;Box Jumps;Single Leg Hops;Arm Circles
Beginner Endurance Plan #253,Beginner,Endurance,None,30,Endurance,Cross Trainer;Jump Rope;Swimming;Bike Riding;Jogging
Pro Power Plan #254,Pro,Power,Kettlebell,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Fat Loss Plan #255,Intermediate,Fat Loss,Gym,35,Fat Loss,Intense Battle Ropes;Leg Swings;Power Snatches;Arm Circles;High Knees;Assault Bike Sprints
Pro Fat Loss Plan #256,Pro,Fat Loss,Kettlebell,30,Fat Loss,Rowing Sprints;HIIT Sprints;Sprint Intervals;Intense Battle Ropes;Kettlebell Swings;Leg Swings
Pro Endurance Plan #257,Pro,Endurance,Kettlebell,35,Endurance,Swimming;Elliptical Trainer;Brisk Walking;Torso Twists;Jump Rope;Jogging
Beginner Endurance Plan #258,Beginner,Endurance,None,20,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Power Plan #259,Pro,Power,Gym,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Power Plan #260,Intermediate,Power,Gym,20,Power,Box Jumps;Plyometric Lunges;Single Leg Hops;Arm Circles;Plyometric Push-ups
Beginner Stamina Plan #261,Beginner,Stamina,Kettlebell,15,Stamina,Rowing Intervals;Shuttle Runs;Arm Circles;Tabata Intervals
Pro Power Plan #262,Pro,Power,None,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Power Plan #263,Pro,Power,Gym,20,Power,Thruster Jumps;Jumping Jacks;Advanced Box Jumps;Clapping Push-ups;Dumbbell Snatches
Pro Fat Loss Plan #264,Pro,Fat Loss,Kettlebell,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Endurance Plan #265,Intermediate,Endurance,Kettlebell,35,Endurance,Leg Swings;Walking;Torso Twists;Cycling;Jogging;Jumping Jacks
Intermediate Power Plan #266,Intermediate,Power,Gym,30,Power,Plyometric Lunges;Wall Ball Throws;Tuck Jumps;Jump Squats;Power Cleans;Kettlebell Swings
Beginner Fat Loss Plan #267,Beginner,Fat Loss,None,40,Fat Loss,Power Snatches;Burpees;Jumping Jacks;Rowing Sprints
Beginner Fat Loss Plan #268,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Intermediate Stamina Plan #269,Intermediate,Stamina,Gym,35,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Endurance Plan #270,Beginner,Endurance,Gym,25,Endurance,Jump Rope;Cycling;Swimming;Outdoor Running
Beginner Power Plan #271,Beginner,Power,Gym,30,Power,Burpees;Plyometric Lunges;Broad Jumps;Dumbbell Snatches
Pro Stamina Plan #272,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Endurance Plan #273,Beginner,Endurance,Gym,35,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Endurance Plan #274,Pro,Endurance,Kettlebell,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Fat Loss Plan #275,Pro,Fat Loss,Gym,15,Fat Loss,Assault Bike Sprints;Weighted Burpees;Sprint Intervals;Power Snatches;High Knees;Jumping Jacks
Intermediate Fat Loss Plan #276,Intermediate,Fat Loss,None,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Fat Loss Plan #277,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Stamina Plan #278,Intermediate,Stamina,None,35,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Power Plan #279,Beginner,Power,Kettlebell,40,Power,Tuck Jumps;Box Jumps;Dumbbell Snatches;Clapping Push-ups;Burpees
Intermediate Power Plan #280,Intermediate,Power,None,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Stamina Plan #281,Beginner,Stamina,Kettlebell,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Stamina Plan #282,Beginner,Stamina,None,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Stamina Plan #283,Intermediate,Stamina,None,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Fat Loss Plan #284,Pro,Fat Loss,None,20,Fat Loss,Sprint Intervals;Jumping Jacks;Arm Circles;Burpees;Jump Rope Intervals;Rowing Sprints
Intermediate Fat Loss Plan #285,Intermediate,Fat Loss,Kettlebell,40,Fat Loss,HIIT Sprints;Mountain Climbers;Jumping Jacks;Jumping Jacks;Kettlebell Swings
Pro Fat Loss Plan #286,Pro,Fat Loss,None,20,Fat Loss,Burpees;Kettlebell Swings;Weighted Burpees;Leg Swings;Rowing Sprints;Power Snatches
Intermediate Endurance Plan #287,Intermediate,Endurance,None,40,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Power Plan #288,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Stamina Plan #289,Intermediate,Stamina,Gym,15,Stamina,Interval Running;AMRAP Workouts;CrossFit WOD;Rowing Intervals;Shuttle Runs;Full Body Circuit
Intermediate Endurance Plan #290,Intermediate,Endurance,None,30,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Beginner Stamina Plan #291,Beginner,Stamina,None,40,Stamina,Stair Running;Leg Swings;Jumping Jacks;CrossFit WOD
Pro Stamina Plan #292,Pro,Stamina,Kettlebell,40,Stamina,Cycling Intervals;Interval Running;Stair Running;Full Body Circuit;Fartlek Training
Intermediate Fat Loss Plan #293,Intermediate,Fat Loss,Kettlebell,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Stamina Plan #294,Intermediate,Stamina,Kettlebell,35,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Stamina Plan #295,Intermediate,Stamina,None,35,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Stamina Plan #296,Pro,Stamina,Kettlebell,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Stamina Plan #297,Beginner,Stamina,Kettlebell,35,Stamina,Circuit Training;Swimming Intervals;Arm Circles;HIIT Circuit
Pro Fat Loss Plan #298,Pro,Fat Loss,None,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Stamina Plan #299,Intermediate,Stamina,Kettlebell,40,Stamina,Full Body Circuit;HIIT Circuit;Stair Running;Arm Circles;Shuttle Runs
Beginner Endurance Plan #300,Beginner,Endurance,None,35,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Stamina Plan #301,Intermediate,Stamina,None,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Stamina Plan #302,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Fat Loss Plan #303,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Endurance Plan #304,Beginner,Endurance,Gym,35,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Fat Loss Plan #305,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Stamina Plan #306,Pro,Stamina,Gym,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Endurance Plan #307,Pro,Endurance,Kettlebell,30,Endurance,Steady State Running;Cycling;Pool Swimming;Cycling Sprints;Jump Rope
Intermediate Power Plan #308,Intermediate,Power,None,15,Power,Power Cleans;Thruster Jumps;Box Jumps;Jump Squats;Plyometric Lunges
Beginner Stamina Plan #309,Beginner,Stamina,Gym,30,Stamina,Interval Running;Full Body Circuit;EMOM Workouts;Arm Circles;Rowing Intervals
Beginner Stamina Plan #310,Beginner,Stamina,None,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Power Plan #311,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Power Plan #312,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Endurance Plan #313,Intermediate,Endurance,Gym,40,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Stamina Plan #314,Intermediate,Stamina,None,40,Stamina,Shuttle Runs;Fartlek Training;Stair Running;Jumping Jacks;Assault Bike
Pro Stamina Plan #315,Pro,Stamina,Kettlebell,20,Stamina,Interval Running;Assault Bike;Full Body Circuit;Fartlek Training;EMOM Workouts;CrossFit WOD
Intermediate Power Plan #316,Intermediate,Power,Kettlebell,25,Power,Arm Circles;Power Cleans;Jumping Burpees;Wall Ball Throws;Box Jumps
Intermediate Power Plan #317,Intermediate,Power,Kettlebell,40,Power,Medicine Ball Slams;Jump Squats;Thruster Jumps;Plyometric Push-ups;Explosive Lunges;Tuck Jumps
Intermediate Fat Loss Plan #318,Intermediate,Fat Loss,Gym,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Stamina Plan #319,Intermediate,Stamina,None,35,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Power Plan #320,Pro,Power,Gym,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Fat Loss Plan #321,Beginner,Fat Loss,Gym,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Fat Loss Plan #322,Beginner,Fat Loss,Gym,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Fat Loss Plan #323,Pro,Fat Loss,Gym,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Endurance Plan #324,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Power Plan #325,Intermediate,Power,Kettlebell,40,Power,Thruster Jumps;Explosive Lunges;Leg Swings;Arm Circles;Power Cleans
Intermediate Endurance Plan #326,Intermediate,Endurance,Gym,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Power Plan #327,Pro,Power,None,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Fat Loss Plan #328,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Endurance Plan #329,Pro,Endurance,Gym,30,Endurance,Walking;Jogging;Arm Circles;Brisk Walking;Torso Twists
Beginner Endurance Plan #330,Beginner,Endurance,Kettlebell,15,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Fat Loss Plan #331,Intermediate,Fat Loss,Kettlebell,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Fat Loss Plan #332,Beginner,Fat Loss,Kettlebell,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Endurance Plan #333,Beginner,Endurance,None,35,Endurance,Brisk Walking;Jogging;Bike Riding;Stair Climber;Jumping Jacks
Pro Stamina Plan #334,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Power Plan #335,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Power Plan #336,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Power Plan #337,Beginner,Power,None,30,Power,Broad Jumps;Single Leg Hops;Kettlebell Swings;Plyometric Push-ups
Pro Power Plan #338,Pro,Power,None,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Endurance Plan #339,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Power Plan #340,Intermediate,Power,Gym,20,Power,Broad Jumps;Single Leg Hops;Burpees;Kettlebell Swings;Jumping Jacks;Explosive Lunges
Pro Fat Loss Plan #341,Pro,Fat Loss,Gym,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Power Plan #342,Beginner,Power,Gym,25,Power,Jumping Burpees;Box Jumps;Jumping Jacks;Power Cleans
Beginner Endurance Plan #343,Beginner,Endurance,Gym,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Stamina Plan #344,Intermediate,Stamina,Kettlebell,25,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Endurance Plan #345,Pro,Endurance,Kettlebell,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Fat Loss Plan #346,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Fat Loss Plan #347,Beginner,Fat Loss,Gym,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Power Plan #348,Beginner,Power,Gym,40,Power,Broad Jumps;Thruster Jumps;Single Leg Hops;Plyometric Lunges;Dumbbell Snatches
Beginner Stamina Plan #349,Beginner,Stamina,Kettlebell,30,Stamina,Cycling Intervals;Shuttle Runs;AMRAP Workouts;Full Body Circuit;Swimming Intervals
Beginner Power Plan #350,Beginner,Power,None,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Power Plan #351,Beginner,Power,Kettlebell,25,Power,Jumping Jacks;Tuck Jumps;Wall Ball Throws;Clapping Push-ups;Leg Swings
Pro Power Plan #352,Pro,Power,Gym,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Power Plan #353,Pro,Power,Gym,15,Power,Tuck Jumps;Arm Circles;Box Jumps;Jumping Burpees;Plyometric Lunges
Intermediate Stamina Plan #354,Intermediate,Stamina,None,30,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Power Plan #355,Pro,Power,None,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Fat Loss Plan #356,Intermediate,Fat Loss,None,25,Fat Loss,Power Snatches;Sprint Intervals;Jumping Jacks;Assault Bike Sprints;Mountain Climbers
Pro Power Plan #357,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
