planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Beginner Fat Loss Plan #233,Beginner,Fat Loss,Kettlebell,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #234,Intermediate,Power,Kettlebell,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Fat Loss Plan #235,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #236,Beginner,Stamina,Kettlebell,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Fat Loss Plan #237,Beginner,Fat Loss,None,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Fat Loss Plan #238,Intermediate,Fat Loss,Kettlebell,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Power Plan #239,Beginner,Power,Gym,35,Power,Default Exercises;Go Here
Beginner Power Plan #240,Beginner,Power,Gym,30,Power,Default Exercises;Go Here
Pro Endurance Plan #241,Pro,Endurance,Kettlebell,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #242,Pro,Stamina,Gym,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Endurance Plan #243,Beginner,Endurance,None,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Fat Loss Plan #244,Pro,Fat Loss,Gym,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Power Plan #245,Beginner,Power,Gym,40,Power,Default Exercises;Go Here
Intermediate Fat Loss Plan #246,Intermediate,Fat Loss,None,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Power Plan #247,Beginner,Power,Gym,25,Power,Default Exercises;Go Here
Pro Power Plan #248,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Power Plan #249,Beginner,Power,None,35,Power,Default Exercises;Go Here
Pro Power Plan #250,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Power Plan #251,Pro,Power,Gym,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Stamina Plan #252,Beginner,Stamina,Kettlebell,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Fat Loss Plan #253,Pro,Fat Loss,None,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Endurance Plan #254,Intermediate,Endurance,Gym,40,Endurance,Interval Running;Cycling;Swimming
Pro Power Plan #255,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Endurance Plan #256,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming
Beginner Fat Loss Plan #257,Beginner,Fat Loss,Kettlebell,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #258,Beginner,Stamina,None,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Stamina Plan #259,Intermediate,Stamina,Gym,20,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #260,Pro,Power,Gym,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Stamina Plan #261,Beginner,Stamina,Gym,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Endurance Plan #262,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #263,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #264,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Fat Loss Plan #265,Pro,Fat Loss,Kettlebell,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Power Plan #266,Beginner,Power,Kettlebell,30,Power,Default Exercises;Go Here
Pro Endurance Plan #267,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Fat Loss Plan #268,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Power Plan #269,Beginner,Power,None,25,Power,Default Exercises;Go Here
Intermediate Power Plan #270,Intermediate,Power,Gym,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Endurance Plan #271,Beginner,Endurance,Gym,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Power Plan #272,Beginner,Power,Kettlebell,40,Power,Default Exercises;Go Here
Beginner Power Plan #273,Beginner,Power,Gym,25,Power,Default Exercises;Go Here
Beginner Stamina Plan #274,Beginner,Stamina,None,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Endurance Plan #275,Pro,Endurance,None,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #276,Pro,Endurance,None,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Fat Loss Plan #277,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Endurance Plan #278,Beginner,Endurance,Gym,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Power Plan #279,Beginner,Power,Kettlebell,40,Power,Default Exercises;Go Here
Pro Fat Loss Plan #280,Pro,Fat Loss,None,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #281,Beginner,Stamina,None,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Stamina Plan #282,Intermediate,Stamina,None,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Endurance Plan #283,Beginner,Endurance,Kettlebell,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Fat Loss Plan #284,Pro,Fat Loss,Kettlebell,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Fat Loss Plan #285,Beginner,Fat Loss,Kettlebell,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Stamina Plan #286,Pro,Stamina,Kettlebell,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Endurance Plan #287,Beginner,Endurance,Kettlebell,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Fat Loss Plan #288,Intermediate,Fat Loss,Gym,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Fat Loss Plan #289,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #290,Beginner,Stamina,None,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Fat Loss Plan #291,Beginner,Fat Loss,None,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Fat Loss Plan #292,Pro,Fat Loss,Kettlebell,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Stamina Plan #293,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Stamina Plan #294,Intermediate,Stamina,None,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #295,Pro,Power,Gym,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Endurance Plan #296,Pro,Endurance,Kettlebell,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Stamina Plan #297,Beginner,Stamina,Gym,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Fat Loss Plan #298,Intermediate,Fat Loss,Gym,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Stamina Plan #299,Beginner,Stamina,None,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Stamina Plan #300,Beginner,Stamina,Kettlebell,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Fat Loss Plan #301,Intermediate,Fat Loss,Gym,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Fat Loss Plan #302,Beginner,Fat Loss,Kettlebell,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Power Plan #303,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Power Plan #304,Intermediate,Power,Gym,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Stamina Plan #305,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Power Plan #306,Beginner,Power,Gym,35,Power,Default Exercises;Go Here
Intermediate Power Plan #307,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Endurance Plan #308,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming
Beginner Endurance Plan #309,Beginner,Endurance,None,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Stamina Plan #310,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #311,Beginner,Fat Loss,Gym,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Endurance Plan #312,Beginner,Endurance,Gym,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Stamina Plan #313,Pro,Stamina,Gym,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Endurance Plan #314,Pro,Endurance,Gym,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Endurance Plan #315,Beginner,Endurance,None,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #316,Beginner,Fat Loss,Gym,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Endurance Plan #317,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming
Intermediate Stamina Plan #318,Intermediate,Stamina,None,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Endurance Plan #319,Intermediate,Endurance,None,35,Endurance,Interval Running;Cycling;Swimming
Beginner Stamina Plan #320,Beginner,Stamina,Kettlebell,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Endurance Plan #321,Beginner,Endurance,Gym,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #322,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #323,Beginner,Stamina,None,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Fat Loss Plan #324,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Stamina Plan #325,Pro,Stamina,None,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Power Plan #326,Beginner,Power,None,40,Power,Default Exercises;Go Here
Pro Fat Loss Plan #327,Pro,Fat Loss,Kettlebell,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #328,Beginner,Stamina,Kettlebell,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Fat Loss Plan #329,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Fat Loss Plan #330,Intermediate,Fat Loss,Kettlebell,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Stamina Plan #331,Intermediate,Stamina,Kettlebell,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Fat Loss Plan #332,Beginner,Fat Loss,Gym,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #333,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Stamina Plan #334,Beginner,Stamina,Kettlebell,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #335,Intermediate,Endurance,Gym,30,Endurance,Interval Running;Cycling;Swimming
Beginner Stamina Plan #336,Beginner,Stamina,Gym,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Power Plan #337,Intermediate,Power,Kettlebell,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Fat Loss Plan #338,Pro,Fat Loss,Kettlebell,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Power Plan #339,Pro,Power,Gym,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Stamina Plan #340,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Stamina Plan #341,Pro,Stamina,Gym,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Fat Loss Plan #342,Pro,Fat Loss,Gym,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Stamina Plan #343,Intermediate,Stamina,Gym,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Stamina Plan #344,Beginner,Stamina,Gym,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Power Plan #345,Intermediate,Power,Gym,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #346,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #347,Intermediate,Fat Loss,Gym,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Power Plan #348,Beginner,Power,Gym,15,Power,Default Exercises;Go Here
Intermediate Endurance Plan #349,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming
Beginner Endurance Plan #350,Beginner,Endurance,Kettlebell,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #351,Beginner,Fat Loss,None,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Power Plan #352,Beginner,Power,Kettlebell,30,Power,Default Exercises;Go Here
Beginner Endurance Plan #353,Beginner,Endurance,Kettlebell,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Fat Loss Plan #354,Pro,Fat Loss,None,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Power Plan #355,Pro,Power,None,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Fat Loss Plan #356,Intermediate,Fat Loss,Kettlebell,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Fat Loss Plan #357,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Power Plan #358,Pro,Power,Kettlebell,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Stamina Plan #359,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Endurance Plan #360,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Endurance Plan #361,Intermediate,Endurance,Kettlebell,25,Endurance,Interval Running;Cycling;Swimming
Pro Power Plan #362,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Fat Loss Plan #363,Beginner,Fat Loss,Gym,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Fat Loss Plan #364,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Endurance Plan #365,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #366,Pro,Endurance,Kettlebell,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Stamina Plan #367,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Stamina Plan #368,Beginner,Stamina,Kettlebell,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #369,Intermediate,Endurance,Kettlebell,20,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #370,Beginner,Power,Kettlebell,15,Power,Default Exercises;Go Here
Beginner Stamina Plan #371,Beginner,Stamina,Kettlebell,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Stamina Plan #372,Beginner,Stamina,None,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Stamina Plan #373,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Fat Loss Plan #374,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Endurance Plan #375,Beginner,Endurance,None,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #376,Beginner,Fat Loss,None,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Fat Loss Plan #377,Intermediate,Fat Loss,Kettlebell,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Fat Loss Plan #378,Pro,Fat Loss,Kettlebell,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Fat Loss Plan #379,Intermediate,Fat Loss,None,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Stamina Plan #380,Intermediate,Stamina,None,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #381,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Stamina Plan #382,Pro,Stamina,Gym,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Fat Loss Plan #383,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Power Plan #384,Beginner,Power,None,35,Power,Default Exercises;Go Here
Beginner Endurance Plan #385,Beginner,Endurance,Kettlebell,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Stamina Plan #386,Intermediate,Stamina,Gym,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #387,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Endurance Plan #388,Beginner,Endurance,Kettlebell,15,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Power Plan #389,Beginner,Power,None,35,Power,Default Exercises;Go Here
Pro Endurance Plan #390,Pro,Endurance,None,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #391,Intermediate,Fat Loss,Gym,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Fat Loss Plan #392,Intermediate,Fat Loss,None,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Power Plan #393,Beginner,Power,Kettlebell,40,Power,Default Exercises;Go Here
Pro Power Plan #394,Pro,Power,Kettlebell,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Endurance Plan #395,Intermediate,Endurance,None,20,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #396,Pro,Endurance,Kettlebell,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #397,Intermediate,Fat Loss,Gym,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Fat Loss Plan #398,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Stamina Plan #399,Intermediate,Stamina,Gym,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #400,Intermediate,Power,Kettlebell,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Stamina Plan #401,Pro,Stamina,None,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Endurance Plan #402,Intermediate,Endurance,Gym,35,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #403,Beginner,Power,Kettlebell,35,Power,Default Exercises;Go Here
Beginner Endurance Plan #404,Beginner,Endurance,None,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Fat Loss Plan #405,Intermediate,Fat Loss,Kettlebell,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Fat Loss Plan #406,Pro,Fat Loss,Gym,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Fat Loss Plan #407,Pro,Fat Loss,None,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Endurance Plan #408,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #409,Intermediate,Power,None,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #410,Pro,Endurance,Gym,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Power Plan #411,Pro,Power,Gym,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Power Plan #412,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Endurance Plan #413,Beginner,Endurance,Gym,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Power Plan #414,Intermediate,Power,None,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Fat Loss Plan #415,Pro,Fat Loss,Gym,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Fat Loss Plan #416,Intermediate,Fat Loss,None,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Fat Loss Plan #417,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Fat Loss Plan #418,Pro,Fat Loss,Gym,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Stamina Plan #419,Pro,Stamina,Kettlebell,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Fat Loss Plan #420,Intermediate,Fat Loss,Gym,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Endurance Plan #421,Pro,Endurance,Gym,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Fat Loss Plan #422,Pro,Fat Loss,Gym,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #423,Beginner,Stamina,Kettlebell,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Endurance Plan #424,Pro,Endurance,None,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Stamina Plan #425,Beginner,Stamina,Kettlebell,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Fat Loss Plan #426,Beginner,Fat Loss,Kettlebell,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Power Plan #427,Beginner,Power,Gym,40,Power,Default Exercises;Go Here
Beginner Endurance Plan #428,Beginner,Endurance,Kettlebell,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Power Plan #429,Beginner,Power,Gym,15,Power,Default Exercises;Go Here
Pro Endurance Plan #430,Pro,Endurance,Gym,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Endurance Plan #431,Beginner,Endurance,Kettlebell,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Power Plan #432,Pro,Power,Kettlebell,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #433,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #434,Beginner,Stamina,None,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Fat Loss Plan #435,Beginner,Fat Loss,None,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #436,Intermediate,Power,None,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Power Plan #437,Beginner,Power,Kettlebell,40,Power,Default Exercises;Go Here
Pro Stamina Plan #438,Pro,Stamina,None,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Endurance Plan #439,Beginner,Endurance,Gym,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Power Plan #440,Pro,Power,Gym,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Endurance Plan #441,Beginner,Endurance,None,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Power Plan #442,Intermediate,Power,None,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Stamina Plan #443,Pro,Stamina,None,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Power Plan #444,Beginner,Power,Gym,40,Power,Default Exercises;Go Here
Pro Power Plan #445,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Power Plan #446,Beginner,Power,None,40,Power,Default Exercises;Go Here
Intermediate Stamina Plan #447,Intermediate,Stamina,Gym,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Power Plan #448,Intermediate,Power,Kettlebell,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Stamina Plan #449,Pro,Stamina,Gym,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Fat Loss Plan #450,Intermediate,Fat Loss,Kettlebell,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Stamina Plan #451,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Fat Loss Plan #452,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Endurance Plan #453,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #454,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Fat Loss Plan #455,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #456,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Fat Loss Plan #457,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Power Plan #458,Beginner,Power,None,15,Power,Default Exercises;Go Here
Intermediate Fat Loss Plan #459,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Endurance Plan #460,Intermediate,Endurance,Gym,30,Endurance,Interval Running;Cycling;Swimming
Pro Stamina Plan #461,Pro,Stamina,None,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Fat Loss Plan #462,Pro,Fat Loss,None,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Stamina Plan #463,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Stamina Plan #464,Pro,Stamina,Kettlebell,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Stamina Plan #465,Beginner,Stamina,None,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs
